assembly	biosample	coverage	organism	strain	human_related	collection_date	country	city	assembly_source	genome_size	gc_content	n_count	contig_count	longest_contig	N50	N95	busco_complete_perc	kraken2_taxid	kraken2_taxon_name	kraken2_taxid_freq	mlst	mlst_genes_detected	k_serotype	k_confidence	oc_serotype	oc_confidence	aminoglycoside	beta_lactam	colistin	fosfomycin	fusidicacid	glycopeptide	macrolide	misc	nitroimidazole	oxazolidinone	phenicol	pseudomonicacid	quinolone	rifampicin	sulphonamide	tetracycline	trimethoprim	carO	ISAba1	blaOXA51like	carbapenem	fluoroquinolone	crab	qc_pass	continent	region23	country_iso2c	serotype	collection_day	collection_year	filtered	downsampled
GCF_015537705.1	SAMN14911865	412.347	Acinetobacter baumannii	168_16	TRUE	2016	Brazil	presidente_prudente	NCBI	4236613	0.389	286	132	591944	147621	15816	99.8	470	Acinetobacter baumannii	90.15	ST79	7	KL9	Very high	OCL10	Good	aadA1|aph(3'')-Ib|aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-65|blaTEM-1A									cmlB1|floR				sul2		dfrA1	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST79-KL9	2016-09-19	2016	TRUE	TRUE
GCF_015537725.1	SAMN14911864	483.187	Acinetobacter baumannii	928_16	TRUE	2016	Brazil	presidente_prudente	NCBI	4034691	0.391	196	103	353054	166117	19975	99.7	470	Acinetobacter baumannii	83.5	ST15	7	KL22	Very high	OCL7	Very high	aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-51					mph(E)|msr(E)								sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST15-KL22	2016-12-06	2016	TRUE	TRUE
GCF_015537745.1	SAMN14911862	274.37	Acinetobacter baumannii	483_16	TRUE	2016	Brazil	presidente_prudente	NCBI	4003076	0.391	298	112	288329	158714	19150	99.5	470	Acinetobacter baumannii	79.46	ST15	7	KL22	Very high	OCL7	Very high	aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-51					mph(E)|msr(E)								sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST15-KL22	2016-01-20	2016	TRUE	TRUE
GCF_015537755.1	SAMN14911863	206.222	Acinetobacter baumannii	563_16	TRUE	2016	Brazil	piracicaba	NCBI	3841101	0.39	196	81	473010	179529	34967	99.6	470	Acinetobacter baumannii	82.72	ST1	7	KL18	Very high	OCL1	Perfect	aac(6')-Ib|aph(3')-Ia	blaADC-25|blaOXA-23|blaOXA-69									cmlB1				sul1			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1-KL18	2016-10-15	2016	TRUE	TRUE
GCF_015537765.1	SAMN14911860	125.237	Acinetobacter baumannii	156_16	TRUE	2016	Brazil	assiss	NCBI	3924012	0.389	100	84	294961	140065	23475	99.7	470	Acinetobacter baumannii	83.33	ST163	7	KL19	Very high	OCL1	Very high	aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-51																TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST163-KL19	2016-05-01	2016	TRUE	TRUE
GCF_015537855.1	SAMN14911857	142.55	Acinetobacter baumannii	804_16	TRUE	2016	Brazil	rio_claro	NCBI	4055760	0.392	198	181	342110	90068	14400	99.4	470	Acinetobacter baumannii	67.4	ST15	7	KL22	High	OCL7	Very high	aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-51					mph(E)|msr(E)								sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST15-KL22	2016-11-28	2016	TRUE	TRUE
GCF_015537905.1	SAMN14911855	155.571	Acinetobacter baumannii	482_16	TRUE	2016	Brazil	presidente_prudente	NCBI	3884167	0.391	99	95	373522	182282	27352	99.7	470	Acinetobacter baumannii	81.05	ST1	7	KL18	Good	OCL1	Perfect	aac(3)-Ia|aac(6')-Ib|aadA1|aph(3')-Ia	blaADC-25|blaOXA-23|blaOXA-69									cmlB1				sul1			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1-KL18	2016-09-14	2016	TRUE	TRUE
GCF_015537915.1	SAMN14911854	172.241	Acinetobacter baumannii	300_16	TRUE	2016	Brazil	sao_paulo	NCBI	3894058	0.39	295	85	406655	147778	26399	99.6	470	Acinetobacter baumannii	85.88	ST1	7	KL18	Good	OCL1	Perfect	aac(6')-Ib|aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-69									cmlB1				sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1-KL18	2016-08-17	2016	TRUE	TRUE
GCF_015538025.1	SAMN14911849	282.258	Acinetobacter baumannii	768_16	TRUE	2016	Brazil	aracaju	NCBI	4164614	0.389	193	77	830213	222365	26646	99.7	470	Acinetobacter baumannii	68.83	ST25	7	KL200	Very high	OCL6	Perfect	aac(3)-IIa|aac(6')-Ian|aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-253|blaOXA-64|blaTEM-1A					mph(E)|msr(E)								sul2	tet(B)		TRUE	FALSE	TRUE	blaOXA-143-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST25-KL200	2016-10-23	2016	TRUE	TRUE
GCF_015538045.1	SAMN14911846	263.814	Acinetobacter baumannii	261_16	TRUE	2016	Brazil	sao_paulo	NCBI	3995546	0.39	100	110	408438	158404	19976	99.8	470	Acinetobacter baumannii	81.82	ST15	7	KL2	Very high	OCL7	Good	aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-51					mph(E)|msr(E)											TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST15-KL2	2016-05-18	2016	TRUE	TRUE
GCF_015538055.1	SAMN14911848	569.159	Acinetobacter baumannii	548_16	TRUE	2016	Brazil	presidente_prudente	NCBI	3899420	0.391	96	105	504462	189960	27352	99.7	470	Acinetobacter baumannii	67.62	ST1	7	KL18	Good	OCL1	Perfect	aac(3)-Ia|aac(6')-Ib|aadA1|aph(3')-Ia	blaADC-25|blaOXA-23|blaOXA-69									cmlB1				sul1			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1-KL18	2016-01-05	2016	TRUE	TRUE
GCF_015538305.1	SAMN14911835	140.3	Acinetobacter baumannii	763_16	TRUE	2016	Brazil	sao_paulo	NCBI	4003558	0.391	294	149	298757	113865	26650	99.8	470	Acinetobacter baumannii	48.32	ST25	7	KL139	Very high	OCL10	Good	aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-64					mph(E)|msr(E)				cmlB1							TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST25-KL139	2016-06-12	2016	TRUE	TRUE
GCF_015538355.1	SAMN14911831	409.438	Acinetobacter baumannii	31_16	TRUE	2016	Brazil	presidente_prudente	NCBI	3841211	0.391	193	89	382224	201958	30376	99.7	470	Acinetobacter baumannii	77.53	ST1	7	KL18	Good	OCL1	Perfect	aac(3)-Ia|aac(6')-Ib|aadA1|aph(3')-Ia	blaADC-25|blaOXA-23|blaOXA-69									cmlB1				sul1			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1-KL18	2016-05-22	2016	TRUE	TRUE
GCF_015666535.1	SAMN16776128	30	Acinetobacter baumannii	CCBH28244	TRUE	2020-04-13	Brazil		NCBI	4139759	0.389	0	75	358128	154872	20958	99.7	470	Acinetobacter baumannii	78.67	ST25	7	KL14	Very high	OCL6	Perfect	aac(3)-IIa|aac(6')-Ian|aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-253|blaOXA-64|blaTEM-1A													sul2	tet(B)		TRUE	FALSE	TRUE	blaOXA-143-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST25-KL14	2020-04-12	2020	TRUE	TRUE
GCF_016054975.1	SAMN16776126	30	Acinetobacter baumannii	CCBH28194	TRUE	2020-06-04	Brazil		NCBI	3974003	0.391	0	186	169197	53842	7684	99.8	470	Acinetobacter baumannii	89.78	ST78	7	KL3	Very high	OCL1	Very high	aac(6')-Ian|armA	blaADC-25|blaCARB-16|blaOXA-72|blaOXA-90					mph(E)|msr(E)								sul1			TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST78-KL3	2020-06-03	2020	TRUE	TRUE
GCF_016055475.1	SAMN16776103	30	Acinetobacter baumannii	CCBH27624	TRUE	2020-01-24	Brazil		NCBI	4127277	0.39	0	216	198010	38765	6483	99.7	470	Acinetobacter baumannii	91.2	ST79	7	KL22	Good	OCL10	Good	aadA1|aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-65|blaTEM-1A					mph(E)|msr(E)				cmlB1|floR				sul2	tet(A)	dfrA1	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST79-KL22	2020-01-24	2020	TRUE	TRUE
GCF_016055485.1	SAMN16776104	30	Acinetobacter baumannii	CCBH27628	TRUE	2018-05-29	Brazil		NCBI	4062441	0.39	0	157	166001	77235	8696	99.8	470	Acinetobacter baumannii	89.81	ST79	7	KL9	Good	OCL10	Good	aadA1|aph(3'')-Ib|aph(3')-VIa	blaADC-25|blaOXA-253|blaOXA-65|blaTEM-1A					mph(E)|msr(E)				cmlB1|floR				sul2		dfrA1	TRUE	TRUE	TRUE	blaOXA-143-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST79-KL9	2018-05-28	2018	TRUE	TRUE
GCF_016055595.1	SAMN16776098	30	Acinetobacter baumannii	CCBH27570	TRUE	2019-12-17	Brazil		NCBI	4092335	0.39	0	141	168167	68630	9043	99.7	470	Acinetobacter baumannii	92.2	ST79	7	KL9	Very high	OCL10	Good	aadA1|aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-65|blaTEM-1A					mph(E)|msr(E)				cmlB1|floR				sul2	tet(39)	dfrA1	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST79-KL9	2019-12-17	2019	TRUE	TRUE
GCF_016055685.1	SAMN16776091	30	Acinetobacter baumannii	CCBH27449	TRUE	2019-11-08	Brazil		NCBI	4073505	0.39	0	143	232628	80378	10450	99.8	470	Acinetobacter baumannii	75.52	ST79	7	KL9	Good	OCL10	Good	aadA1|aph(3'')-Ib|aph(3')-VIa	blaADC-25|blaOXA-253|blaOXA-65|blaTEM-1A					mph(E)|msr(E)				cmlB1|floR				sul2		dfrA1	TRUE	TRUE	TRUE	blaOXA-143-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST79-KL9	2019-11-07	2019	TRUE	TRUE
GCF_016055715.1	SAMN16776092	30	Acinetobacter baumannii	CCBH27458	TRUE	2019-12-06	Brazil		NCBI	3817232	0.391	0	180	213062	39533	6683	99.7	470	Acinetobacter baumannii	90	ST1	7	KL18	Good	OCL1	Very high	aac(6')-Ib|aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-69									cmlB1|floR				sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1-KL18	2019-12-06	2019	TRUE	TRUE
GCF_016056095.1	SAMN16776071	30	Acinetobacter baumannii	CCBH26454	TRUE	2019-05-20	Brazil		NCBI	4278045	0.389	0	100	298757	114624	14694	99.8	470	Acinetobacter baumannii	78	ST25	7	KL139	Very high	OCL10	Very high	aac(6')-Ib|aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-64|blaOXA-72					mph(E)|msr(E)				cmlB1				sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-23-like|blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST25-KL139	2019-05-20	2019	TRUE	TRUE
GCF_016056125.1	SAMN16776070	30	Acinetobacter baumannii	CCBH26789	TRUE	2019-05-07	Brazil		NCBI	3823350	0.391	0	94	302249	95203	17975	99.7	470	Acinetobacter baumannii	93.62	ST1	7	KL1	Good	OCL1	Perfect	aac(3)-Ia|aac(6')-Ib|aadA1	blaADC-25|blaOXA-23|blaOXA-69									cmlB1				sul1			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1-KL1	2019-05-06	2019	TRUE	TRUE
GCF_016056145.1	SAMN16776069	30	Acinetobacter baumannii	CCBH26689	TRUE	2019-02-10	Brazil		NCBI	4079860	0.391	0	165	156845	61242	8786	99.6	470	Acinetobacter baumannii	75.15	ST79	7	KL49	Good	OCL10	Good	aadA1|aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-65|blaTEM-1A									cmlB1|floR				sul2		dfrA1	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST79-KL49	2019-02-10	2019	TRUE	TRUE
GCF_016416045.1	SAMN16776125	30	Acinetobacter baumannii	CCBH28031	TRUE	2020-04-29	Brazil		NCBI	3900866	0.391	0	75	347154	116837	22579	99.6	470	Acinetobacter baumannii	98.67	ST1	7	KL17	Very high	OCL1	Perfect	aac(3)-Ia|aac(6')-Ib|aph(3')-Ia	blaADC-25|blaOXA-23|blaOXA-69									cmlB1				sul1			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1-KL17	2020-04-28	2020	TRUE	TRUE
GCF_023061035.1	SAMN27549456	135	Acinetobacter baumannii	CCBH29243	TRUE	2020	Brazil		NCBI	3928282	0.39	0	134	173825	81276	8183	99.6	470	Acinetobacter baumannii	94.78	ST79	7	KL33	Very high	OCL10	Good	aac(6')-Ib|aadA1|aph(3'')-Ib	blaADC-25|blaOXA-65|blaOXA-72|blaTEM-1A					mph(E)|msr(E)				cmlB1|floR				sul2		dfrA1	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST79-KL33	2020-10-11	2020	TRUE	TRUE
GCF_016865465.1	SAMD00169927	510.3	Acinetobacter baumannii	NIPH17_0019	TRUE	2017	Cambodia	phnom_penh	NCBI	4011788	0.389	0	1	4011788	4011788	4011788	98.9	470	Acinetobacter baumannii	100	ST571	7	KL49	Perfect	OCL1	Very high	armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)								sul1			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	South-Eastern Asia	KH	ST571-KL49	2017-11-18	2017	TRUE	TRUE
GCA_016476025.1	SAMN07258696	73	Acinetobacter baumannii		TRUE	2016	Canada		NCBI	4093584	0.39	0	78	303417	136562	20666	99.7	470	Acinetobacter baumannii	82.05	ST2	7	KL9	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)								sul2	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	CA	ST2-KL9	2016-01-18	2016	TRUE	TRUE
GCA_016476465.1	SAMN07258644	129	Acinetobacter baumannii		TRUE	2016	Canada		NCBI	4008197	0.389	0	70	343168	146976	19631	99.8	470	Acinetobacter baumannii	84.29	ST2	7	KL2	Good	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-235|blaOXA-66|blaTEM-1A					mph(E)|msr(E)				catB8				sul1|sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-235-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	CA	ST2-KL2	2016-12-27	2016	TRUE	TRUE
GCA_016476565.1	SAMN07258699	97	Acinetobacter baumannii		TRUE	2016	Canada		NCBI	3919023	0.39	0	70	292516	162399	19709	99.7	470	Acinetobacter baumannii	84.29	ST2	7	KL3	High	OCL1	Very high	aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A														tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	CA	ST2-KL3	2016-02-21	2016	TRUE	TRUE
GCA_016476585.1	SAMN07258641	121	Acinetobacter baumannii		TRUE	2016	Canada		NCBI	4015401	0.389	0	71	343168	146976	21027	99.7	470	Acinetobacter baumannii	81.69	ST2	7	KL2	Good	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-235|blaOXA-66|blaTEM-1A					mph(E)|msr(E)				catB8				sul1|sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-235-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	CA	ST2-KL2	2016-03-11	2016	TRUE	TRUE
GCA_016476745.1	SAMN07258624	86	Acinetobacter baumannii		TRUE	2016	Canada		NCBI	4311706	0.39	0	90	293961	144585	22812	99.7	470	Acinetobacter baumannii	81.11	ST15	7	KL9	Very high	OCL7	Very high	aac(3)-IIa|aac(6')-Ian|aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-24|blaOXA-51|blaTEM-1A													sul2	tet(B)		TRUE	FALSE	TRUE	blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	CA	ST15-KL9	2016-08-15	2016	TRUE	TRUE
GCA_016477195.1	SAMN07258634	106	Acinetobacter baumannii		TRUE	2016	Canada		NCBI	4121640	0.389	0	64	305225	167720	34914	99.8	470	Acinetobacter baumannii	75	ST2	7	KL77	Perfect	OCL1	Good	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)								sul2	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	CA	ST2-KL77	2016-07-16	2016	TRUE	TRUE
GCA_016477305.1	SAMN07258639	137	Acinetobacter baumannii		TRUE	2016	Canada		NCBI	4002518	0.389	0	69	343168	147072	18297	99.8	470	Acinetobacter baumannii	84.06	ST2	7	KL2	Good	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-235|blaOXA-66|blaTEM-1A					mph(E)|msr(E)				catB8				sul1|sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-235-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	CA	ST2-KL2	2016-03-03	2016	TRUE	TRUE
GCF_003931755.1	SAMN07258640	100	Acinetobacter baumannii		TRUE	2016	Canada		NCBI	3943275	0.39	0	1	3943275	3943275	3943275	99.8	470	Acinetobacter baumannii	100	ST2	7	KL2	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-235|blaOXA-66|blaTEM-1A					mph(E)|msr(E)				catB8				sul1|sul2	tet(B)		TRUE	TRUE	TRUE	blaOXA-235-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	CA	ST2-KL2	2016-02-09	2016	TRUE	TRUE
GCF_018156045.1	SAMN18813501	30	Acinetobacter baumannii	A758	TRUE	2017	Chile	santiago	NCBI	4029897	0.391	0	118	293270	85581	18846	99.7	470	Acinetobacter baumannii	85.59	ST318	7	KL22	Very high	OCL3	Very high	aph(3')-VIa	blaADC-25|blaOXA-219|blaOXA-58|blaTEM-1A									catA2				sul2			TRUE	TRUE	TRUE	blaOXA-58-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	CL	ST318-KL22	2017-10-01	2017	TRUE	TRUE
GCA_016477685.1	SAMN14308848	401	Acinetobacter baumannii	DT-Ab002	TRUE	2017	China	beijing	NCBI	4147507	0.389	0	73	272747	121792	29495	99.8	470	Acinetobacter baumannii	80.82	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL3	2017-11-19	2017	TRUE	TRUE
GCA_016477785.1	SAMN14308857	378	Acinetobacter baumannii	DT-Ab012	TRUE	2017	China	beijing	NCBI	4419369	0.391	0	88	403484	164086	26818	99.8	470	Acinetobacter baumannii	63.64	ST2	7	KL160	Perfect	OCL1	Good	aac(3)-Ia|aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)				catB8				sul1	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL160	2017-06-21	2017	TRUE	TRUE
GCA_016477805.1	SAMN14308858	340	Acinetobacter baumannii	DT-Ab013	TRUE	2017	China	beijing	NCBI	4498625	0.39	0	118	247996	121903	14050	99.7	470	Acinetobacter baumannii	71.19	ST25	7	KL14	Perfect	OCL5	Very high	aac(3)-IIa|aac(6')-Ian|aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-64|blaPER-7					mph(E)|msr(E)				cmlA1			ARR-2	sul1|sul2	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST25-KL14	2017-02-09	2017	TRUE	TRUE
GCA_016477825.1	SAMN14308847	283	Acinetobacter baumannii	DT-Ab001	TRUE	2017	China	beijing	NCBI	4083046	0.389	0	72	272747	132440	33064	99.8	470	Acinetobacter baumannii	80.56	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL3	2017-05-02	2017	TRUE	TRUE
GCA_016477865.1	SAMN14308860	283	Acinetobacter baumannii	DT-Ab016	TRUE	2018	China	beijing	NCBI	4455420	0.39	0	96	403484	161938	25322	99.8	470	Acinetobacter baumannii	66.67	ST2	7	KL160	Perfect	OCL1	Good	aac(3)-Ia|aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)				catB8				sul1	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL160	2018-04-11	2018	TRUE	TRUE
GCA_016478005.1	SAMN14308869	345	Acinetobacter baumannii	DT-Ab025	TRUE	2018	China	beijing	NCBI	4415884	0.389	0	90	253377	157517	25052	99.7	470	Acinetobacter baumannii	67.78	ST2	7	KL160	Perfect	OCL1	Very high	aac(3)-Ia|aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)				catB8				sul1	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL160	2018-06-09	2018	TRUE	TRUE
GCA_016478105.1	SAMN14308873	353	Acinetobacter baumannii	DT-Ab029	TRUE	2018	China	beijing	NCBI	4152594	0.39	0	128	272746	161938	11502	99.7	470	Acinetobacter baumannii	68.75	ST2	7	KL77	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aadA24|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)				catB8				sul1	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL77	2018-06-02	2018	TRUE	TRUE
GCA_016478125.1	SAMN14308884	369	Acinetobacter baumannii	DT-Ab044	TRUE	2018	China	beijing	NCBI	4175989	0.389	0	112	250932	111607	14641	99.8	470	Acinetobacter baumannii	80.36	ST25	7	KL14	Perfect	OCL5	Very high	aac(3)-IIa|aac(6')-Ian|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-64|blaOXA-65													sul1|sul2			TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST25-KL14	2018-05-02	2018	TRUE	TRUE
GCA_016478145.1	SAMN14308876	386	Acinetobacter baumannii	DT-Ab033	TRUE	2018	China	beijing	NCBI	4457931	0.39	0	120	247996	110755	14050	99.8	470	Acinetobacter baumannii	70	ST25	7	KL14	Perfect	OCL5	Very high	aac(3)-IIa|aac(6')-Ian|aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-64|blaPER-7					mph(E)|msr(E)				cmlA1			ARR-2	sul1|sul2	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST25-KL14	2018-11-11	2018	TRUE	TRUE
GCA_016478165.1	SAMN14308850	371	Acinetobacter baumannii	DT-Ab004	TRUE	2017	China	beijing	NCBI	4159470	0.389	0	72	272747	132440	35450	99.8	470	Acinetobacter baumannii	80.56	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)									tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL3	2017-03-06	2017	TRUE	TRUE
GCA_016478185.1	SAMN14308877	311	Acinetobacter baumannii	DT-Ab035	TRUE	2018	China	beijing	NCBI	4429905	0.389	0	96	364332	146975	24113	99.7	470	Acinetobacter baumannii	62.5	ST2	7	KL160	Perfect	OCL1	Very high	aac(3)-Ia|aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A					mph(E)|msr(E)				catB8				sul1	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL160	2018-06-29	2018	TRUE	TRUE
