assembly	biosample	coverage	organism	strain	human_related	collection_date	country	city	assembly_source	genome_size	gc_content	n_count	contig_count	longest_contig	N50	N95	busco_complete_perc	kraken2_taxid	kraken2_taxon_name	kraken2_taxid_freq	mlst	mlst_genes_detected	k_serotype	k_confidence	oc_serotype	oc_confidence	aminoglycoside	beta_lactam	colistin	fosfomycin	fusidicacid	glycopeptide	macrolide	misc	nitroimidazole	oxazolidinone	phenicol	pseudomonicacid	quinolone	rifampicin	sulphonamide	tetracycline	trimethoprim	carO	ISAba1	blaOXA51like	carbapenem	fluoroquinolone	crab	qc_pass	continent	region23	country_iso2c	serotype	collection_day	collection_year	filtered	downsampled
GCF_009829535.1	SAMN13622372	67	Acinetobacter baumannii	A-71.191	TRUE	2016	Brazil		NCBI	3972870	0.389	0	98	210331	76431	11942	99.8	470	Acinetobacter baumannii	97.96	ST79	7	KL210	Good	OCL10	Good	aadA1|aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-65|blaOXA-72|blaTEM-1A					mph(E)|msr(E)				cmlB1|floR						dfrA1	TRUE	FALSE	TRUE	blaOXA-40-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST79-KL210	2016-11-25	2016	TRUE	TRUE
GCF_009829545.1	SAMN13622373	79	Acinetobacter baumannii	A-71.193	TRUE	2016	Brazil		NCBI	3803354	0.389	0	53	338827	136455	26971	99.6	470	Acinetobacter baumannii	96.23	ST1	7	KL18	Good	OCL1	Perfect	aac(6')-Ib|aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-69|blaOXA-72					mph(E)|msr(E)				cmlB1							TRUE	FALSE	TRUE	blaOXA-23-like|blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1-KL18	2016-12-24	2016	TRUE	TRUE
GCF_009829555.1	SAMN13622395	82	Acinetobacter baumannii	A-71.198	TRUE	2016	Brazil		NCBI	4139345	0.389	0	71	240051	103503	24667	99.5	470	Acinetobacter baumannii	94.37	ST1448	7	KL14	Perfect	OCL5	High	aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-64|blaTEM-1A													sul2	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1448-KL14	2016-04-07	2016	TRUE	TRUE
GCF_009829595.1	SAMN13622394	66	Acinetobacter baumannii	A-71.192	TRUE	2016	Brazil		NCBI	4160491	0.389	62	87	230422	107707	18235	99.8	470	Acinetobacter baumannii	93.1	ST25	7	KL139	Very high	OCL6	Good	aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-64									cmlB1				sul2	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST25-KL139	2016-10-14	2016	TRUE	TRUE
GCF_012781995.1	SAMN14420901	110	Acinetobacter baumannii	414.17	TRUE	2017	Brazil	sao_paulo	NCBI	4011108	0.39	0	106	240245	107048	19724	99.5	470	Acinetobacter baumannii	80.19	ST15	7	KL235	Good	OCL7	Very high	aac(3)-IIa|aac(6')-Ian|aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-51|blaTEM-1A													sul2	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST15-KL235	2017-12-13	2017	TRUE	TRUE
GCF_012955845.1	SAMN14595345	121.28	Acinetobacter baumannii	26MCbag	TRUE	2018	Brazil	sao_paulo	NCBI	3996439	0.391	0	196	176189	60655	7885	99.8	470	Acinetobacter baumannii	81.12	ST15	7	KL2	Good	OCL7	Very high	aac(3)-IIa|aac(6')-Ian|aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-51|blaTEM-1A					mph(E)|msr(E)								sul2	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST15-KL2	2018-11-10	2018	TRUE	TRUE
GCF_012956585.1	SAMN14595343	113.69	Acinetobacter baumannii	3aASbag	TRUE	2018	Brazil	sao_paulo	NCBI	3982981	0.391	0	231	210026	44302	5560	99.8	470	Acinetobacter baumannii	86.15	ST15	7	KL2	Good	OCL7	Good	aac(3)-IIa|aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-51|blaTEM-1A					mph(E)|msr(E)								sul2	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST15-KL2	2018-01-21	2018	TRUE	TRUE
GCF_013138415.1	SAMN13160111	128	Acinetobacter baumannii	ACI42	TRUE	2016-08-30	Brazil	belo_horizonte	NCBI	3945196	0.391	1064	185	167557	50504	5537	99.7	470	Acinetobacter baumannii	90.27	ST1	7	KL18	Good	OCL1	Good	aac(6')-Ib|aph(3'')-Ib|aph(3')-IIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-69|blaTEM-116									cmlB1|floR				sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1-KL18	2016-08-29	2016	TRUE	TRUE
GCF_013138435.1	SAMN13160208	230	Acinetobacter baumannii	ACI53	TRUE	2016-08-26	Brazil	belo_horizonte	NCBI	3947240	0.389	212	98	183736	73907	20057	99.7	470	Acinetobacter baumannii	89.8	ST1	7	KL18	Good	OCL1	Perfect	aac(6')-Ib|aph(3'')-Ib|aph(3')-IIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-69|blaTEM-116					mph(E)|msr(E)				cmlB1|floR				sul2	tet(39)		TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1-KL18	2016-08-25	2016	TRUE	TRUE
GCF_015536875.1	SAMN14911908	687.184	Acinetobacter baumannii	180_17	TRUE	2017	Brazil	sao_paulo	NCBI	4083096	0.389	0	148	238613	95176	14647	99.7	470	Acinetobacter baumannii	85.14	ST79	7	KL9	Very high	OCL10	Good	aadA1|aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-65|blaTEM-1A					mph(E)|msr(E)				cmlB1|floR				sul2		dfrA1	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST79-KL9	2017-03-26	2017	TRUE	TRUE
GCF_015536935.1	SAMN14911904	127.632	Acinetobacter baumannii	461_16	TRUE	2016	Brazil	sao_paulo	NCBI	4165872	0.389	294	171	418924	90851	13465	99.7	470	Acinetobacter baumannii	87.72	ST79	7	KL9	Very high	OCL10	Good	aadA1|aph(3'')-Ib|aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-65|blaTEM-1A					mph(E)|msr(E)				cmlB1|floR				sul2		dfrA1	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST79-KL9	2016-07-05	2016	TRUE	TRUE
GCF_015536955.1	SAMN14911900	810.051	Acinetobacter baumannii	403_16	TRUE	2016	Brazil	sao_paulo	NCBI	3998282	0.389	482	160	443525	116089	13933	99.8	470	Acinetobacter baumannii	76.25	ST79	7	KL210	Very high	OCL10	Good	aadA1|aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-65|blaOXA-72|blaTEM-1A									cmlB1|floR				sul2		dfrA1	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST79-KL210	2016-10-26	2016	TRUE	TRUE
GCF_015536965.1	SAMN14911901	424.257	Acinetobacter baumannii	162_17	TRUE	2017	Brazil	sao_paulo	NCBI	4149490	0.39	0	116	253275	115943	15544	99.7	470	Acinetobacter baumannii	81.9	ST730	7	KL22	High	OCL10	Good	aac(3)-Ia|aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa	blaADC-25|blaOXA-65|blaOXA-72|blaTEM-1A					mph(E)|msr(E)				cmlB1|floR				sul1|sul2		dfrA1	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST730-KL22	2017-09-17	2017	TRUE	TRUE
GCF_015537045.1	SAMN14911896	38.7115	Acinetobacter baumannii	648_16	TRUE	2016	Brazil	sao_paulo	NCBI	4119368	0.391	196	212	319277	65865	6777	99.7	470	Acinetobacter baumannii	78.3	ST15	7	KL9	Good	OCL7	Very high	aac(6')-Ib|aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-51									cmlB1				sul2			TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST15-KL9	2016-05-06	2016	TRUE	TRUE
GCF_015537085.1	SAMN14911898	70.6706	Acinetobacter baumannii	207_18	TRUE	2018	Brazil	sao_paulo	NCBI	4392210	0.389	197	128	298757	113865	14197	99.8	470	Acinetobacter baumannii	60.16	ST25	7	KL139	Very high	OCL10	Good	aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-64					mph(E)|msr(E)				cmlB1				sul2	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST25-KL139	2018-09-21	2018	TRUE	TRUE
GCF_015537095.1	SAMN14911895	677.657	Acinetobacter baumannii	512_16	TRUE	2016	Brazil	sao_paulo	NCBI	4127615	0.389	288	215	189176	95457	8506	99.8	470	Acinetobacter baumannii	70.23	ST79	7	KL49	Very high	OCL10	Good	aadA1|aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-65|blaOXA-72|blaTEM-1A					mph(E)|msr(E)				cmlB1|floR				sul2		dfrA1	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST79-KL49	2016-04-24	2016	TRUE	TRUE
GCF_015537125.1	SAMN14911894	612.111	Acinetobacter baumannii	399_16	TRUE	2016	Brazil	sao_paulo	NCBI	3929517	0.391	387	80	479014	160622	23325	99.7	470	Acinetobacter baumannii	86.25	ST15	7	KL22	Very high	OCL7	Very high	aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-51					mph(E)|msr(E)											TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST15-KL22	2016-11-07	2016	TRUE	TRUE
GCF_015537145.1	SAMN14911890	738.7	Acinetobacter baumannii	872_16	TRUE	2016	Brazil	campinas	NCBI	4171219	0.39	283	81	331853	150229	23228	99.7	470	Acinetobacter baumannii	72.84	ST25	7	KL139	Very high	OCL10	Good	aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-64									cmlB1				sul2	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST25-KL139	2016-05-17	2016	TRUE	TRUE
GCF_015537155.1	SAMN14911893	402.029	Acinetobacter baumannii	213_16	TRUE	2016	Brazil	presidente_prudente	NCBI	4151380	0.389	285	136	591944	135506	13935	99.7	470	Acinetobacter baumannii	86.03	ST79	7	KL9	Very high	OCL10	Good	aadA1|aph(3'')-Ib|aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-65|blaTEM-1A									cmlB1|floR				sul2		dfrA1	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST79-KL9	2016-05-29	2016	TRUE	TRUE
GCF_015537225.1	SAMN14911889	420.035	Acinetobacter baumannii	630_16	TRUE	2016	Brazil	recife	NCBI	3894522	0.39	193	98	384710	217259	21222	99.7	470	Acinetobacter baumannii	84.69	ST1	7	KL18	Good	OCL1	Perfect	aac(6')-Ib|aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-69					mph(E)|msr(E)				cmlB1|floR				sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1-KL18	2016-11-19	2016	TRUE	TRUE
GCF_015537245.1	SAMN14911887	370.748	Acinetobacter baumannii	212_16	TRUE	2016	Brazil	presidente_prudente	NCBI	4322058	0.39	95	79	360446	201385	23405	99.8	470	Acinetobacter baumannii	77.22	ST25	7	KL139	Good	OCL10	Good	aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-64|blaOXA-72					mph(E)|msr(E)				cmlB1				sul2	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like|blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST25-KL139	2016-03-18	2016	TRUE	TRUE
GCF_015537275.1	SAMN14911888	448.021	Acinetobacter baumannii	398_16	TRUE	2016	Brazil	sao_paulo	NCBI	4036999	0.39	392	164	227643	73696	10049	99.8	470	Acinetobacter baumannii	81.71	ST79	7	KL49	Very high	OCL10	Good	aadA1|aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-65|blaOXA-72|blaTEM-1A					mph(E)|msr(E)				cmlB1|floR				sul2		dfrA1	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST79-KL49	2016-03-23	2016	TRUE	TRUE
GCF_015537285.1	SAMN14911885	573.302	Acinetobacter baumannii	26_17	TRUE	2017	Brazil	sao_paulo	NCBI	3856582	0.391	291	66	703015	320534	50569	99.7	470	Acinetobacter baumannii	54.55	ST1	7	KL1	Very high	OCL1	Perfect	aac(3)-Ia|aac(6')-Ib|aadA1|aph(3')-Ia	blaADC-25|blaOXA-23|blaOXA-69									cmlB1				sul1			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1-KL1	2017-04-19	2017	TRUE	TRUE
GCF_015537295.1	SAMN14911884	584.048	Acinetobacter baumannii	837_16	TRUE	2016	Brazil	sao_paulo	NCBI	4109155	0.389	289	170	421473	123218	13189	99.6	470	Acinetobacter baumannii	86.47	ST79	7	KL9	Very high	OCL10	Low	aadA1	blaADC-25|blaOXA-23|blaOXA-65|blaTEM-1A					mph(E)|msr(E)				cmlB1				sul2		dfrA1	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST79-KL9	2016-04-04	2016	TRUE	TRUE
GCF_015537365.1	SAMN14911881	128.054	Acinetobacter baumannii	397_16	TRUE	2016	Brazil	sao_paulo	NCBI	4000325	0.389	0	113	301401	102187	16687	99.8	470	Acinetobacter baumannii	88.5	ST79	7	KL9	Very high	OCL10	Good	aadA1|aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-65|blaTEM-1A					mph(E)|msr(E)				cmlB1|floR				sul2		dfrA1	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST79-KL9	2016-05-25	2016	TRUE	TRUE
GCF_015537385.1	SAMN14911882	818.362	Acinetobacter baumannii	503_16	TRUE	2016	Brazil	assiss	NCBI	4008374	0.391	295	103	353015	144665	22632	99.7	470	Acinetobacter baumannii	82.52	ST1447	7	KL22	Very high	OCL7	Good	aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-51					mph(E)|msr(E)											TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1447-KL22	2016-04-14	2016	TRUE	TRUE
GCF_015537405.1	SAMN14911880	391.596	Acinetobacter baumannii	211_16	TRUE	2016	Brazil	presidente_prudente	NCBI	4331817	0.39	99	119	301958	139498	21500	99.8	470	Acinetobacter baumannii	57.14	ST25	7	KL139	Very high	OCL10	Good	aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-64|blaOXA-72					mph(E)|msr(E)				cmlB1				sul2	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like|blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST25-KL139	2016-02-05	2016	TRUE	TRUE
GCF_015537465.1	SAMN14911877	79.5065	Acinetobacter baumannii	830_16	TRUE	2016	Brazil	araguari	NCBI	4090616	0.39	293	168	165951	66751	11234	99.6	470	Acinetobacter baumannii	88.69	ST79	7	KL49	Good	OCL10	Good	aadA1|aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-65|blaTEM-1A									cmlB1|floR				sul2		dfrA1	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST79-KL49	2016-12-13	2016	TRUE	TRUE
GCF_015537505.1	SAMN14911875	414.884	Acinetobacter baumannii	494_16	TRUE	2016	Brazil	sao_paulo	NCBI	3858991	0.39	196	89	247087	140609	30376	99.6	470	Acinetobacter baumannii	74.16	ST1	7	KL18	Good	OCL1	Perfect	aac(6')-Ib|aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-69									cmlB1|floR				sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1-KL18	2016-12-19	2016	TRUE	TRUE
GCF_015537575.1	SAMN14911871	217.021	Acinetobacter baumannii	319_17	TRUE	2017	Brazil	tupa	NCBI	3939174	0.391	197	113	468231	128796	34654	99.7	470	Acinetobacter baumannii	68.14	ST1	7	KL18	Good	OCL1	Perfect	aac(3)-Ia|aac(6')-Ib|aadA1|aph(3')-Ia	blaADC-25|blaOXA-23|blaOXA-69									cmlB1				sul1|sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1-KL18	2017-02-02	2017	TRUE	TRUE
GCF_015537605.1	SAMN14911870	563.618	Acinetobacter baumannii	961_16	TRUE	2016	Brazil	sao_paulo	NCBI	4144652	0.389	484	183	391050	84837	12077	99.5	470	Acinetobacter baumannii	79.23	ST79	7	KL2	Very high	OCL10	Good	aadA1|aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-65|blaOXA-72|blaTEM-1A					mph(E)|msr(E)				cmlB1|floR				sul2		dfrA1	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST79-KL2	2016-12-09	2016	TRUE	TRUE
GCF_015537615.1	SAMN14911869	216.224	Acinetobacter baumannii	808_16	TRUE	2016	Brazil	sao_paulo	NCBI	4039217	0.389	196	154	182030	89750	11361	99.6	470	Acinetobacter baumannii	87.66	ST79	7	KL49	Very high	OCL10	Good	aadA1|aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-65|blaOXA-72|blaTEM-1A					mph(E)|msr(E)				cmlB1|floR				sul2		dfrA1	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST79-KL49	2016-03-30	2016	TRUE	TRUE
GCF_015537665.1	SAMN14911867	132.302	Acinetobacter baumannii	484_16	TRUE	2016	Brazil	presidente_prudente	NCBI	4179649	0.39	199	116	304260	104372	16852	99.7	470	Acinetobacter baumannii	83.62	ST730	7	KL22	Good	OCL10	Good	aac(3)-Ia|aph(3')-Ia|aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-65|blaTEM-1A					mph(E)|msr(E)				cmlB1|floR				sul1|sul2		dfrA1	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST730-KL22	2016-10-14	2016	TRUE	TRUE
GCF_015537675.1	SAMN14911866	670.654	Acinetobacter baumannii	366_16	TRUE	2016	Brazil	sao_paulo	NCBI	3846310	0.39	98	84	347914	143779	26682	99.7	470	Acinetobacter baumannii	64.29	ST1	7	KL18	Good	OCL1	Perfect	aac(6')-Ib	blaADC-25|blaOXA-23|blaOXA-69					mph(E)|msr(E)				cmlB1							TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1-KL18	2016-02-07	2016	TRUE	TRUE
GCF_015537705.1	SAMN14911865	412.347	Acinetobacter baumannii	168_16	TRUE	2016	Brazil	presidente_prudente	NCBI	4236613	0.389	286	132	591944	147621	15816	99.8	470	Acinetobacter baumannii	90.15	ST79	7	KL9	Very high	OCL10	Good	aadA1|aph(3'')-Ib|aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-65|blaTEM-1A									cmlB1|floR				sul2		dfrA1	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST79-KL9	2016-09-19	2016	TRUE	TRUE
GCF_015537725.1	SAMN14911864	483.187	Acinetobacter baumannii	928_16	TRUE	2016	Brazil	presidente_prudente	NCBI	4034691	0.391	196	103	353054	166117	19975	99.7	470	Acinetobacter baumannii	83.5	ST15	7	KL22	Very high	OCL7	Very high	aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-51					mph(E)|msr(E)								sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST15-KL22	2016-12-06	2016	TRUE	TRUE
GCF_015537745.1	SAMN14911862	274.37	Acinetobacter baumannii	483_16	TRUE	2016	Brazil	presidente_prudente	NCBI	4003076	0.391	298	112	288329	158714	19150	99.5	470	Acinetobacter baumannii	79.46	ST15	7	KL22	Very high	OCL7	Very high	aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-51					mph(E)|msr(E)								sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST15-KL22	2016-01-20	2016	TRUE	TRUE
GCF_015537755.1	SAMN14911863	206.222	Acinetobacter baumannii	563_16	TRUE	2016	Brazil	piracicaba	NCBI	3841101	0.39	196	81	473010	179529	34967	99.6	470	Acinetobacter baumannii	82.72	ST1	7	KL18	Very high	OCL1	Perfect	aac(6')-Ib|aph(3')-Ia	blaADC-25|blaOXA-23|blaOXA-69									cmlB1				sul1			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1-KL18	2016-10-15	2016	TRUE	TRUE
GCF_015537765.1	SAMN14911860	125.237	Acinetobacter baumannii	156_16	TRUE	2016	Brazil	assiss	NCBI	3924012	0.389	100	84	294961	140065	23475	99.7	470	Acinetobacter baumannii	83.33	ST163	7	KL19	Very high	OCL1	Very high	aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-51																TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST163-KL19	2016-05-01	2016	TRUE	TRUE
GCF_015537825.1	SAMN14911859	271.979	Acinetobacter baumannii	276_17	TRUE	2017	Brazil	sorocaba	NCBI	4307097	0.39	96	124	262837	101697	18206	99.7	470	Acinetobacter baumannii	72.58	ST25	7	KL22	Very high	OCL10	Good	aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-64									cmlB1				sul2	tet(B)		TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST25-KL22	2017-11-03	2017	TRUE	TRUE
GCF_015537855.1	SAMN14911857	142.55	Acinetobacter baumannii	804_16	TRUE	2016	Brazil	rio_claro	NCBI	4055760	0.392	198	181	342110	90068	14400	99.4	470	Acinetobacter baumannii	67.4	ST15	7	KL22	High	OCL7	Very high	aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-51					mph(E)|msr(E)								sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST15-KL22	2016-11-28	2016	TRUE	TRUE
GCF_015537865.1	SAMN14911856	226.218	Acinetobacter baumannii	550_16	TRUE	2016	Brazil	presidente_prudente	NCBI	3856713	0.39	97	92	373177	167308	28183	99.6	470	Acinetobacter baumannii	82.61	ST1	7	KL18	Good	OCL1	Perfect	aac(6')-Ib	blaADC-25|blaOXA-23|blaOXA-69									cmlB1				sul1			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1-KL18	2016-07-26	2016	TRUE	TRUE
GCF_015537905.1	SAMN14911855	155.571	Acinetobacter baumannii	482_16	TRUE	2016	Brazil	presidente_prudente	NCBI	3884167	0.391	99	95	373522	182282	27352	99.7	470	Acinetobacter baumannii	81.05	ST1	7	KL18	Good	OCL1	Perfect	aac(3)-Ia|aac(6')-Ib|aadA1|aph(3')-Ia	blaADC-25|blaOXA-23|blaOXA-69									cmlB1				sul1			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1-KL18	2016-09-14	2016	TRUE	TRUE
GCF_015537915.1	SAMN14911854	172.241	Acinetobacter baumannii	300_16	TRUE	2016	Brazil	sao_paulo	NCBI	3894058	0.39	295	85	406655	147778	26399	99.6	470	Acinetobacter baumannii	85.88	ST1	7	KL18	Good	OCL1	Perfect	aac(6')-Ib|aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-69									cmlB1				sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1-KL18	2016-08-17	2016	TRUE	TRUE
GCF_015537945.1	SAMN14911853	572.585	Acinetobacter baumannii	101_16	TRUE	2016	Brazil	sao_paulo	NCBI	3837670	0.39	391	71	399480	223271	32581	99.7	470	Acinetobacter baumannii	71.83	ST1	7	KL18	Good	OCL1	Perfect	aac(6')-Ib|aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-69									cmlB1|floR				sul2			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1-KL18	2016-06-23	2016	TRUE	TRUE
GCF_015537975.1	SAMN14911851	257.34	Acinetobacter baumannii	192_17	TRUE	2017	Brazil	sorocaba	NCBI	3883667	0.391	194	80	382224	182193	30376	99.7	470	Acinetobacter baumannii	71.25	ST1	7	KL18	Good	OCL1	Perfect	aac(3)-Ia|aac(6')-Ib|aadA1|aph(3')-Ia	blaADC-25|blaOXA-23|blaOXA-69									cmlB1				sul1			TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	South America	BR	ST1-KL18	2017-04-12	2017	TRUE	TRUE
GCF_015537995.1	SAMN14911850	182.566	Acinetobacter baumannii	917_16	TRUE	2016	Brazil	vitoria	NCBI	4083956	0.389	100	130	350533	135726	19437	99.7	470	Acinetobacter baumannii	75.38	ST79	7	KL9	Very high	OCL10	Good	aadA1|aph(3'')-Ib|aph(3')-VIa|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-65|blaTEM-1A					mph(E)|msr(E)				cmlB1				sul2		dfrA1	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L	TRUE	TRUE	Americas	South America	BR	ST79-KL9	2016-12-13	2016	TRUE	TRUE
